2015-09-14 13:05:47,973, INFO, ***************Info*****************
2015-09-14 13:05:47,973, DEBUG, COMMAND: 'python mlx90614_sim.py'
2015-09-14 13:05:47,973, DEBUG, Main.py Main().run() function successful
2015-09-14 13:05:47,973, DEBUG, Main.py Main().run() default_command COMMAND value: 'python mlx90614_sim.py'
2015-09-14 13:16:00,101, DEBUG, i = 0
2015-09-14 13:16:00,101, DEBUG, i = 1
2015-09-14 13:16:00,101, DEBUG, i = 2
2015-09-14 13:16:00,101, DEBUG, i = 3
2015-09-14 13:16:00,101, DEBUG, i = 4
2015-09-14 13:16:00,101, DEBUG, i = 5
2015-09-14 13:16:00,101, DEBUG, i = 6
2015-09-14 13:16:00,101, DEBUG, i = 7
2015-09-14 13:16:00,101, DEBUG, i = 8
2015-09-14 13:16:00,101, DEBUG, i = 9
2015-09-14 13:16:00,101, DEBUG, i = 10
2015-09-14 13:16:00,101, DEBUG, i = 11
2015-09-14 13:16:00,101, DEBUG, i = 12
2015-09-14 13:16:00,101, DEBUG, i = 13
2015-09-14 13:16:00,101, DEBUG, i = 14
2015-09-14 13:16:00,161, DEBUG, i = 15
2015-09-14 13:16:00,161, DEBUG, i = 16
2015-09-14 13:16:00,161, DEBUG, i = 17
2015-09-14 13:16:00,161, DEBUG, i = 18
2015-09-14 13:16:00,161, DEBUG, i = 19
2015-09-14 13:16:00,161, DEBUG, i = 20
2015-09-14 13:16:00,161, DEBUG, i = 21
2015-09-14 13:16:00,161, DEBUG, i = 22
2015-09-14 13:16:00,161, DEBUG, i = 23
2015-09-14 13:16:00,161, DEBUG, i = 24
2015-09-14 13:16:00,161, DEBUG, i = 25
2015-09-14 13:16:00,161, DEBUG, i = 26
2015-09-14 13:16:00,161, DEBUG, i = 27
2015-09-14 13:16:00,161, DEBUG, i = 28
2015-09-14 13:16:00,161, DEBUG, i = 29
2015-09-14 13:16:00,171, DEBUG, i = 30
2015-09-14 13:16:00,171, DEBUG, i = 31
2015-09-14 13:16:00,171, DEBUG, i = 32
2015-09-14 13:16:00,701, DEBUG, i = 33
2015-09-14 13:16:00,701, DEBUG, i = 34
2015-09-14 13:16:00,701, DEBUG, i = 35
2015-09-14 13:16:00,701, DEBUG, i = 36
2015-09-14 13:16:00,701, DEBUG, i = 37
2015-09-14 13:16:00,701, DEBUG, i = 38
2015-09-14 13:16:00,711, DEBUG, i = 39
2015-09-14 13:16:00,711, DEBUG, i = 40
2015-09-14 13:16:00,711, DEBUG, i = 41
2015-09-14 13:16:00,711, DEBUG, i = 42
2015-09-14 13:16:00,711, DEBUG, i = 43
2015-09-14 13:16:00,711, DEBUG, i = 44
2015-09-14 13:16:00,711, DEBUG, i = 45
2015-09-14 13:16:00,711, DEBUG, i = 46
2015-09-14 13:16:00,711, DEBUG, i = 47
2015-09-14 13:16:00,711, DEBUG, i = 48
2015-09-14 13:16:00,711, DEBUG, i = 49
2015-09-14 13:16:23,073, DEBUG, i = 0
2015-09-14 13:16:23,124, DEBUG, i = 1
2015-09-14 13:16:23,124, DEBUG, i = 2
2015-09-14 13:16:23,124, DEBUG, i = 3
2015-09-14 13:16:23,124, DEBUG, i = 4
2015-09-14 13:16:23,124, DEBUG, i = 5
2015-09-14 13:16:23,124, DEBUG, i = 6
2015-09-14 13:16:23,124, DEBUG, i = 7
2015-09-14 13:16:23,124, DEBUG, i = 8
2015-09-14 13:16:23,124, DEBUG, i = 9
2015-09-14 13:16:23,124, DEBUG, i = 10
2015-09-14 13:16:23,124, DEBUG, i = 11
2015-09-14 13:16:23,124, DEBUG, i = 12
2015-09-14 13:16:23,124, DEBUG, i = 13
2015-09-14 13:16:23,124, DEBUG, i = 14
2015-09-14 13:16:23,124, DEBUG, i = 15
2015-09-14 13:16:23,124, DEBUG, i = 16
2015-09-14 13:16:23,124, DEBUG, i = 17
2015-09-14 13:16:23,124, DEBUG, i = 18
2015-09-14 13:16:23,124, DEBUG, i = 19
2015-09-14 13:16:23,124, DEBUG, i = 20
2015-09-14 13:16:23,174, DEBUG, i = 21
2015-09-14 13:16:23,174, DEBUG, i = 22
2015-09-14 13:16:23,174, DEBUG, i = 23
2015-09-14 13:16:23,174, DEBUG, i = 24
2015-09-14 13:16:23,174, DEBUG, i = 25
2015-09-14 13:16:23,184, DEBUG, i = 26
2015-09-14 13:16:23,184, DEBUG, i = 27
2015-09-14 13:16:23,184, DEBUG, i = 28
2015-09-14 13:16:23,184, DEBUG, i = 29
2015-09-14 13:16:23,184, DEBUG, i = 30
2015-09-14 13:16:23,184, DEBUG, i = 31
2015-09-14 13:16:23,184, DEBUG, i = 32
2015-09-14 13:16:23,184, DEBUG, i = 33
2015-09-14 13:16:23,184, DEBUG, i = 34
2015-09-14 13:16:23,184, DEBUG, i = 35
2015-09-14 13:16:23,184, DEBUG, i = 36
2015-09-14 13:16:23,184, DEBUG, i = 37
2015-09-14 13:16:23,184, DEBUG, i = 38
2015-09-14 13:16:23,233, DEBUG, i = 39
2015-09-14 13:16:23,233, DEBUG, i = 40
2015-09-14 13:16:23,233, DEBUG, i = 41
2015-09-14 13:16:23,233, DEBUG, i = 42
2015-09-14 13:16:23,233, DEBUG, i = 43
2015-09-14 13:16:23,233, DEBUG, i = 44
2015-09-14 13:16:23,233, DEBUG, i = 45
2015-09-14 13:16:23,233, DEBUG, i = 46
2015-09-14 13:16:23,233, DEBUG, i = 47
2015-09-14 13:16:23,233, DEBUG, i = 48
2015-09-14 13:16:23,233, DEBUG, i = 49
2015-09-14 13:17:32,394, DEBUG, i = 0
2015-09-14 13:17:32,394, DEBUG, i = 1
2015-09-14 13:17:32,404, DEBUG, i = 2
2015-09-14 13:17:32,404, DEBUG, i = 3
2015-09-14 13:17:32,404, DEBUG, i = 4
2015-09-14 13:17:32,404, DEBUG, i = 5
2015-09-14 13:17:32,404, DEBUG, i = 6
2015-09-14 13:17:32,404, DEBUG, i = 7
2015-09-14 13:17:32,463, DEBUG, i = 8
2015-09-14 13:17:32,463, DEBUG, i = 9
2015-09-14 13:17:32,463, DEBUG, i = 10
2015-09-14 13:17:32,463, DEBUG, i = 11
2015-09-14 13:17:32,463, DEBUG, i = 12
2015-09-14 13:17:32,463, DEBUG, i = 13
2015-09-14 13:17:32,463, DEBUG, i = 14
2015-09-14 13:17:32,463, DEBUG, i = 15
2015-09-14 13:17:32,473, DEBUG, i = 16
2015-09-14 13:17:32,473, DEBUG, i = 17
2015-09-14 13:17:32,473, DEBUG, i = 18
2015-09-14 13:17:32,473, DEBUG, i = 19
2015-09-14 13:17:32,473, DEBUG, i = 20
2015-09-14 13:17:32,473, DEBUG, i = 21
2015-09-14 13:17:32,473, DEBUG, i = 22
2015-09-14 13:17:32,473, DEBUG, i = 23
2015-09-14 13:17:32,473, DEBUG, i = 24
2015-09-14 13:17:32,473, DEBUG, i = 25
2015-09-14 13:17:32,473, DEBUG, i = 26
2015-09-14 13:17:33,477, DEBUG, i = 27
2015-09-14 13:17:33,487, DEBUG, i = 28
2015-09-14 13:17:33,487, DEBUG, i = 29
2015-09-14 13:17:33,487, DEBUG, i = 30
2015-09-14 13:17:33,487, DEBUG, i = 31
